Player,Team_x,Season,Position_x,Minutes,Goals Added,Base Salary,Guaranteed Compensation
Dilly Duka,CHI,2013,W,1898,4.11,"$140,000","$273,000"
Hwang In-Beom,VAN,2019,CM,3084,4.1,"$600,000","$655,000"
Rodney Wallace,NYC,2017,W,2053,4.09,"$220,000","$220,000"
Omar González,LAG,2013,CB,2541,4.09,"$205,000","$282,000"
Ethan Finlay,CLB,2014,W,2070,4.09,"$50,848","$65,848"
Erick Torres,CHV,2014,ST,2680,4.07,"$152,004","$152,004"
Maximiliano Urruti,FCD,2016,ST,2651,4.07,"$250,000","$250,000"
Romell Quioto,HOU,2017,W,1392,4.07,"$200,004","$212,504"
Jelle Van Damme,LAG,2016,CB,2631,4.07,"$425,000","$468,750"
Clint Dempsey,SEA,2015,ST,1859,4.06,"$3,913,008","$4,605,942"
Michael Barrios,FCD,2015,W,1890,4.06,"$60,000","$60,000"
Didier Drogba,MTL,2016,ST,1784,4.05,"$1,666,667","$2,191,667"
Ali Adnan,VAN,2019,FB,2646,4.05,"$1,200,000","$1,277,500"
Jackson,TOR,2014,W,1981,4.05,"$150,000","$202,500"
Ismael Tajouri-Shradi,NYC,2018,W,1686,4.02,"$320,000","$350,500"
Aníbal Godoy,SJE,2017,CM,2287,4.02,"$229,992","$256,242"
Shea Salinas,SJE,2014,W,2611,4.01,"$130,000","$133,333"
Nicolás Lodeiro,SEA,2017,W,3177,4.01,"$1,371,429","$1,743,429"
Charlie Davies,NER,2015,ST,2309,4.0,"$78,750","$82,760"
Marvell Wynne,SJE,2015,FB,2977,4.0,"$190,000","$200,625"
Dan Gargan,LAG,2014,FB,2557,4.0,"$48,500","$48,500"
Cristian Roldan,SEA,2018,W,3330,3.98,"$154,000","$191,000"
Nick DeLeon,DCU,2014,W,2892,3.98,"$85,690","$120,690"
Matt Besler,SKC,2017,CB,2532,3.97,"$725,000","$758,250"
Arturo Álvarez,CHI,2016,W,2049,3.97,"$115,000","$118,264"
Kevin Doyle,COL,2016,ST,2343,3.97,"$1,075,000","$1,120,000"
Jonathan Campbell,CHI,2016,CB,3050,3.96,"$70,000","$78,125"
Laurent Ciman,MTL,2015,CB,2579,3.96,"$370,000","$401,667"
Gilberto,TOR,2014,ST,2122,3.95,,
Fabián Espíndola,DCU,2014,ST,2292,3.95,"$150,000","$150,000"
Gerso,SKC,2018,W,1796,3.94,"$550,008","$591,258"
Felipe,NYRB,2017,DM,3222,3.93,"$385,000","$385,000"
Roger Espinoza,SKC,2016,CM,2898,3.92,"$800,000","$800,000"
Jozy Altidore,TOR,2015,ST,1920,3.92,"$4,750,000","$4,750,000"
Jair Benitez,FCD,2013,FB,2655,3.92,"$90,000","$90,000"
Damir Kreilach,RSL,2018,DM,3034,3.91,"$900,000","$1,013,333"
Diego Fagundez,NER,2013,W,2607,3.9,"$99,996","$127,196"
Roger Espinoza,SKC,2017,CM,2898,3.89,"$850,000","$850,000"
Kevin Molino,MIN,2017,W,2693,3.89,"$350,004","$402,504"
Jack McInerney,"MTL, PHI",2014,ST,2240,3.89,"$230,000","$294,167"
Pedro Santos,CLB,2018,W,2365,3.88,"$747,600","$794,600"
Jesús Medina,NYC,2018,W,2173,3.88,"$650,000","$770,833"
Andrew Farrell,NER,2015,CB,3036,3.88,"$117,500","$198,500"
Fanendo Adi,POR,2014,ST,1630,3.87,"$580,800","$593,300"
DaMarcus Beasley,HOU,2015,FB,2568,3.87,"$750,000","$813,333"
Harrison Afful,CLB,2016,FB,2743,3.86,"$275,000","$291,667"
Tomás Martínez,HOU,2018,AM,2629,3.86,"$305,004","$487,929"
John Stiven Mendoza,NYC,2016,W,1263,3.86,"$207,276","$207,276"
Fanendo Adi,POR,2017,ST,2044,3.85,"$1,190,004","$1,736,254"
Darlington Nagbe,POR,2017,W,2525,3.85,"$550,000","$565,000"
Borek Dockal,PHI,2018,AM,2519,3.85,"$1,714,286","$1,714,286"
Benny Feilhaber,SKC,2017,CM,2462,3.85,"$600,000","$600,000"
Maynor Figueroa,HOU,2019,CB,2481,3.84,"$70,250","$70,250"
Will Johnson,POR,2013,CM,2725,3.84,"$243,750","$243,750"
Nicolás Mezquida,COL,2019,W,1610,3.84,"$320,000","$320,000"
Chris Rolfe,CHI,2013,ST,2269,3.84,"$225,000","$248,333"
Teal Bunbury,NER,2016,W,1773,3.83,"$205,000","$250,000"
Eddie Johnson,SEA,2013,ST,1869,3.83,"$150,000","$156,333"
Brad Davis,HOU,2013,CM,2339,3.81,"$325,000","$372,063"
Conor Casey,PHI,2013,ST,2372,3.81,"$175,000","$175,000"
Matt Besler,SKC,2019,CB,2312,3.81,"$574,998","$674,998"
Osvaldo Alonso,SEA,2015,CM,1982,3.8,"$748,000","$789,667"
Michael Parkhurst,ATL,2018,CB,3190,3.8,"$340,008","$340,008"
Michael Bradley,TOR,2017,DM,2902,3.8,"$6,000,000","$6,500,000"
Jesús Ferreira,FCD,2019,ST,2671,3.79,"$70,250","$70,250"
Ibson,MIN,2018,DM,2329,3.79,"$300,000","$317,083"
Justin Mapp,MTL,2014,W,1848,3.79,"$162,250","$174,750"
Haris Medunjanin,PHI,2017,DM,3299,3.78,"$460,008","$505,008"
Kacper Przybylko,PHI,2019,ST,2464,3.77,"$240,000","$277,000"
Michael Farfan,PHI,2013,W,2168,3.77,"$98,670","$136,170"
Marc Rzatkowski,NYRB,2019,DM,2553,3.77,"$300,000","$341,667"
Edgar Castillo,COL,2018,FB,2685,3.77,"$99,996","$129,996"
Zoltán Stieber,DCU,2018,W,2003,3.75,"$1,000,000","$1,000,000"
Maximiliano Urruti,FCD,2017,ST,2947,3.75,"$300,000","$560,000"
Joao Plata,RSL,2016,W,2664,3.75,"$175,000","$175,000"
Ilsinho,PHI,2019,W,1237,3.75,"$330,000","$357,000"
Jalil Anibaba,CHI,2013,FB,3300,3.74,"$91,245","$131,245"
DaMarcus Beasley,HOU,2018,FB,2437,3.74,"$275,004","$275,004"
Pedro Morales,VAN,2016,DM,2214,3.73,"$1,232,500","$1,471,400"
Santiago Mosquera,FCD,2018,W,1754,3.73,"$450,000","$541,400"
Michael Parkhurst,CLB,2016,CB,3261,3.73,"$275,000","$300,000"
Will Bruin,SEA,2017,ST,1968,3.73,"$325,000","$326,667"
Lamine Sané,ORL,2019,CB,2521,3.73,"$902,500","$950,000"
Dave Romney,LAG,2017,CB,2470,3.73,"$66,150","$66,150"
Sean Davis,NYRB,2019,DM,2823,3.72,"$300,000","$327,500"
Felipe,MTL,2013,CM,2510,3.71,"$150,000","$182,500"
Rodney Wallace,POR,2013,W,2156,3.7,"$125,000","$150,000"
Luciano Acosta,DCU,2019,AM,2369,3.7,"$600,000","$702,000"
Michel,FCD,2013,DM,2485,3.7,"$60,000","$81,500"
David Guzmán,POR,2017,DM,2209,3.7,"$185,004","$188,337"
Kyle Beckerman,RSL,2013,DM,2457,3.69,"$300,000","$328,750"
Kyle Beckerman,RSL,2018,DM,2874,3.69,"$505,008","$530,008"
Sam Cronin,SJE,2013,CM,3214,3.69,"$175,000","$177,500"
Chris Wondolowski,SJE,2014,ST,2536,3.68,"$600,000","$650,000"
Yordy Reyna,VAN,2019,W,2188,3.68,"$650,000","$713,140"
Dax McCarty,NYRB,2016,DM,2445,3.68,"$400,000","$500,000"
Jack Price,COL,2018,DM,3031,3.67,"$400,000","$407,500"
Diego Chara,POR,2017,DM,2760,3.67,"$500,000","$522,000"
Yordy Reyna,VAN,2017,AM,1168,3.67,"$440,000","$533,700"
Ike Opara,SKC,2017,CB,2935,3.67,"$150,000","$150,000"
Nemanja Nikolic,CHI,2019,ST,2133,3.67,"$1,700,000","$1,913,333"
Chris Pontius,PHI,2017,W,2382,3.67,"$400,000","$431,000"
Jonathan Osorio,TOR,2013,CM,1883,3.67,"$46,500","$46,500"
Jefferson Savarino,RSL,2017,W,1771,3.66,"$352,500","$376,188"
Tommy Thompson,SJE,2019,FB,2482,3.65,"$175,000","$175,000"
Michael Bradley,TOR,2019,DM,2593,3.64,"$6,000,000","$6,500,000"
Felipe,NYRB,2016,DM,3151,3.64,"$250,000","$280,000"
Michael Barrios,FCD,2016,W,2596,3.64,"$70,000","$70,000"
Cristian Techera,VAN,2018,W,1480,3.63,"$387,000","$412,000"
Nicolás Gaitán,CHI,2019,AM,2171,3.63,"$1,400,004","$2,197,504"
Lovel Palmer,CHI,2014,FB,2826,3.62,"$82,500","$87,000"
Cristian Techera,VAN,2017,W,2166,3.62,"$352,000","$377,000"
Darren Mattocks,DCU,2018,ST,1441,3.62,"$400,000","$416,667"
Reggie Cannon,FCD,2018,FB,3202,3.62,"$67,500","$67,500"
Francisco Calvo,MIN,2017,CB,2637,3.61,"$300,000","$330,844"
David Ferreira,FCD,2013,AM,2629,3.61,"$625,000","$730,000"
Will Bruin,HOU,2016,ST,1709,3.61,"$310,000","$311,667"
Joao Plata,RSL,2014,ST,2119,3.6,"$70,000","$70,000"
Damien Perrinelle,NYRB,2015,CB,2589,3.6,"$132,000","$132,000"
Ike Opara,MIN,2019,CB,2816,3.6,"$350,000","$367,917"
Jack Price,COL,2019,DM,2449,3.59,"$430,000","$437,500"
Baggio Husidic,LAG,2014,CM,2344,3.59,"$90,000","$90,000"
Oriol Rosell,SKC,2013,DM,2910,3.59,"$110,000","$118,750"
Miles Robinson,ATL,2019,CB,3259,3.58,"$145,000","$201,250"
Johan Kappelhof,CHI,2016,CB,3014,3.58,"$480,000","$520,000"
Federico Higuaín,CLB,2018,AM,2544,3.58,"$1,100,000","$1,100,000"
Fabián Espíndola,DCU,2015,ST,1444,3.57,"$175,000","$175,000"
Sacha Kljestan,ORL,2018,AM,2729,3.57,"$1,025,000","$1,100,000"
Sebastián Fernandez,VAN,2014,W,2119,3.57,"$143,000","$143,000"
Kei Kamara,COL,2019,ST,2791,3.57,"$750,000","$750,000"
Leandro Barrera,CHV,2014,W,2193,3.55,"$50,000","$50,000"
Brandon Bye,NER,2019,FB,2927,3.55,"$59,950","$63,245"
Leonardo González,SEA,2013,FB,2500,3.55,"$135,000","$135,000"
Erik Hurtado,VAN,2014,ST,1959,3.54,"$51,150","$86,150"
Aaron Herrera,RSL,2019,FB,3029,3.54,"$86,000","$86,000"
Víctor Rodríguez,SEA,2019,W,1198,3.54,"$1,000,000","$1,087,500"
Nemanja Nikolic,CHI,2018,ST,2621,3.54,"$1,700,000","$1,906,333"
Tesho Akindele,FCD,2017,W,1662,3.54,"$95,000","$112,500"
Raymon Gaddis,PHI,2014,FB,3288,3.53,"$52,313","$52,313"
Bastian Schweinsteiger,CHI,2019,CB,2928,3.53,"$5,600,000","$5,600,000"
Diego Polenta,LAG,2019,CB,2765,3.53,"$687,276","$777,276"
Eric Alexander,NYRB,2013,W,2661,3.52,"$70,868","$70,868"
Michael Murillo,NYRB,2018,FB,2124,3.52,"$80,004","$88,754"
Daniel Steres,LAG,2017,CB,2003,3.51,"$105,000","$112,063"
Kwadwo Poku,NYC,2015,AM,1129,3.51,"$60,000","$63,045"
Clint Dempsey,SEA,2016,AM,1521,3.51,"$3,913,008","$4,605,942"
Teal Bunbury,NER,2018,ST,2760,3.5,"$215,000","$260,000"
Bastian Schweinsteiger,CHI,2017,DM,2137,3.5,"$5,400,000","$5,400,000"
Ethan Finlay,"MIN, CLB",2017,W,2445,3.5,"$290,000","$290,000"
Andrés Romero,MTL,2014,W,2333,3.49,"$60,000","$60,000"
Matt Besler,SKC,2013,CB,2254,3.49,"$180,000","$180,000"
Jonathan Osorio,TOR,2015,CM,2373,3.49,"$145,000","$152,600"
Felipe,MTL,2014,AM,2610,3.48,"$160,000","$192,500"
Víctor Rodríguez,SEA,2018,W,1352,3.48,"$1,000,000","$1,087,500"
Cristian Higuita,ORL,2015,DM,2382,3.48,"$60,000","$60,000"
Davy Arnaud,DCU,2014,CM,2822,3.47,"$212,500","$212,500"
Krisztián Németh,SKC,2019,ST,1724,3.47,"$950,000","$1,063,667"
Danny Hoesen,SJE,2017,ST,1991,3.47,"$425,004","$503,129"
Larrys Mabiala,POR,2018,CB,3017,3.47,"$750,000","$793,333"
Andrés Romero,MTL,2013,W,1821,3.47,"$48,000","$48,000"
Diego Fagundez,NER,2016,W,2423,3.45,"$145,000","$165,000"
C.J. Sapong,PHI,2018,ST,2474,3.45,"$525,000","$525,000"
Ronald Matarrita,NYC,2019,FB,2171,3.44,"$300,000","$420,000"
Chad Marshall,CLB,2013,CB,2858,3.44,"$330,000","$361,250"
Fafa Picault,PHI,2017,W,2025,3.43,"$115,000","$128,667"
Justin Meram,"ORL, CLB",2018,W,2027,3.43,"$550,008","$578,758"
Felipe,VAN,2018,CM,2454,3.43,"$425,000","$425,000"
Didier Drogba,MTL,2015,ST,942,3.42,"$1,666,668","$2,166,668"
Cristian Techera,VAN,2015,W,1688,3.42,"$60,000","$85,000"
Tony Tchani,CLB,2016,DM,1928,3.42,"$250,000","$283,333"
Justin Meram,CLB,2014,W,1827,3.42,"$67,452","$91,827"
Tyler Adams,NYRB,2018,DM,2544,3.42,"$100,000","$146,042"
Derrick Etienne,NYRB,2018,W,1126,3.42,"$68,500","$73,500"
Adama Diomande,LAFC,2019,ST,1583,3.42,"$850,000","$935,000"
Tommy Smith,COL,2018,CB,3278,3.41,"$600,000","$640,000"
Darren Mattocks,VAN,2014,ST,1977,3.41,"$140,000","$232,000"
Mauro Díaz,FCD,2014,AM,1000,3.4,"$325,000","$411,000"
Robbie Rogers,LAG,2015,FB,2482,3.4,"$175,000","$191,667"
Sebastian Lletget,LAG,2016,W,2222,3.4,"$110,000","$115,500"
Alejandro Silva,MTL,2018,W,2551,3.39,"$800,040","$800,040"
Mauro Rosales,SEA,2013,W,2314,3.39,"$200,000","$225,000"
Johan Kappelhof,CHI,2017,CB,3102,3.38,"$530,000","$570,000"
Chris Wingert,RSL,2014,FB,2752,3.37,"$163,590","$170,590"
Kennedy Igboananike,CHI,2015,ST,1940,3.37,"$800,000","$901,667"
Tommy Thompson,SJE,2017,W,1694,3.37,"$150,000","$155,000"
Omar González,LAG,2014,CB,2040,3.37,"$1,000,000","$1,250,000"
Jermain Defoe,TOR,2014,ST,1658,3.37,"$6,000,000","$6,180,000"
Jorge Moreira,POR,2019,FB,2485,3.37,"$545,455","$607,955"
Alex Muyl,NYRB,2019,W,1552,3.36,"$123,750","$127,750"
Cristian Roldan,SEA,2016,DM,2829,3.36,"$95,000","$117,000"
Dom Dwyer,"ORL, SKC",2017,ST,2411,3.35,"$550,000","$668,750"
Florian Jungwirth,SJE,2019,CB,2944,3.34,"$550,008","$616,675"
Lee Nguyen,NER,2017,ST,2717,3.34,"$500,000","$500,000"
Krisztián Németh,SKC,2015,W,2189,3.33,"$250,000","$250,000"
Memo Rodríguez,HOU,2019,W,1540,3.32,"$70,250","$82,750"
Chris Mueller,ORL,2018,W,2230,3.31,"$85,000","$98,750"
Osvaldo Alonso,SEA,2013,CM,2356,3.31,"$210,000","$210,000"
Kekuta Manneh,VAN,2014,W,1330,3.3,"$70,000","$99,500"
Alex,HOU,2016,DM,2669,3.3,"$152,000","$152,000"
Chad Marshall,SEA,2016,CB,2820,3.3,"$325,000","$341,250"
Eric Alexander,NYRB,2014,CM,2829,3.3,"$115,000","$128,750"
Gyasi Zardes,LAG,2015,W,2643,3.3,"$150,000","$223,000"
Justin Morrow,TOR,2015,FB,2967,3.3,"$170,000","$179,563"
Federico Higuaín,CLB,2017,AM,2395,3.3,"$1,050,000","$1,050,000"
Juan Ramírez,COL,2015,W,1606,3.29,"$75,000","$75,000"
Justin Meram,"ATL, CLB",2019,FB,1795,3.29,"$650,004","$678,754"
Kyle Beckerman,RSL,2017,DM,2412,3.29,"$750,000","$825,000"
Stefan Ishizaki,LAG,2014,W,2028,3.29,"$200,000","$213,000"
Kendall Waston,VAN,2016,CB,2444,3.28,"$300,000","$318,125"
Patrice Bernier,MTL,2013,DM,2698,3.28,"$143,000","$162,333"
Chris Rolfe,DCU,2015,W,2571,3.28,"$210,000","$225,000"
Harry Shipp,CHI,2015,W,2764,3.27,"$87,500","$112,500"
Jordan Harvey,VAN,2015,FB,2424,3.27,"$150,000","$150,000"
Chris Mavinga,TOR,2019,CB,2318,3.26,"$600,000","$663,333"
Marcelo Sarvas,DCU,2016,DM,2407,3.26,"$360,000","$425,000"
Christian Ramirez,"HOU, LAFC",2019,ST,1760,3.26,"$600,000","$666,250"
Joevin Jones,SEA,2017,FB,2618,3.26,"$90,000","$96,167"
Justin Morrow,TOR,2017,FB,2656,3.26,"$210,000","$226,667"
Lamar Neagle,DCU,2016,W,2104,3.26,"$185,000","$187,833"
Aurélien Collin,SKC,2013,CB,2794,3.25,"$250,000","$256,250"
Ignacio Piatti,MTL,2017,W,2567,3.24,"$450,000","$450,000"
Rafael Baca,SJE,2013,CM,2551,3.24,"$49,500","$49,500"
Damir Kreilach,RSL,2019,ST,2885,3.24,"$968,769","$1,082,102"
Kelyn Rowe,NER,2017,FB,2048,3.23,"$165,000","$230,000"
Danny Cruz,PHI,2013,W,2267,3.23,"$120,000","$126,500"
Sebastian Lletget,LAG,2019,CM,2523,3.23,"$300,000","$312,667"
Ned Grabavoy,RSL,2014,CM,2939,3.23,"$160,000","$175,000"
Jeff Larentowicz,CHI,2014,CM,3211,3.22,"$245,000","$251,000"
Marcelo Sarvas,COL,2015,DM,2026,3.22,"$360,000","$425,000"
Dominic Oduro,MTL,2016,W,2184,3.22,"$235,000","$235,000"
Andrew Driver,HOU,2014,CM,2074,3.21,"$130,000","$144,583"
Keegan Rosenberry,PHI,2016,FB,3307,3.21,"$62,500","$68,313"
Andrea Pirlo,NYC,2016,CM,2956,3.21,"$5,600,000","$5,915,690"
Alan Gordon,"LAG, SJE",2014,ST,1333,3.19,"$185,000","$206,667"
Zach Loyd,FCD,2014,FB,2621,3.18,"$155,000","$176,667"
Daniel Steres,LAG,2019,CB,2862,3.17,"$150,000","$157,333"
Liam Ridgewell,POR,2015,CB,3085,3.17,"$1,000,000","$1,150,000"
Keaton Parks,NYC,2019,CM,1511,3.17,"$150,000","$165,000"
Dax McCarty,NYRB,2013,CM,2803,3.16,"$180,000","$222,500"
Alvas Powell,POR,2016,FB,2170,3.15,"$95,000","$103,700"
Zakaria Diallo,MTL,2019,CB,2234,3.14,,
Aurélien Collin,ORL,2015,CB,2596,3.14,"$500,000","$525,000"
Ricardo Clark,HOU,2015,CM,2757,3.14,"$304,000","$337,750"
Richie Laryea,TOR,2019,FB,1605,3.14,"$56,250","$56,250"
Péguy Luyindula,NYRB,2014,AM,1530,3.13,"$90,000","$90,000"
Joevin Jones,CHI,2015,FB,2433,3.13,"$60,000","$66,167"
Lalas Abubakar,"COL, CLB",2019,CB,2286,3.13,"$135,000","$144,938"
Matt Hedges,FCD,2016,CB,2525,3.12,"$152,000","$152,000"
Drew Moor,COL,2013,CB,3024,3.12,"$235,000","$247,000"
Alvas Powell,POR,2018,FB,2243,3.11,"$225,000","$241,625"
DeAndre Yedlin,SEA,2014,FB,2396,3.11,"$80,000","$92,000"
Sebastien Le Toux,"COL, PHI",2016,W,2005,3.1,"$300,000","$310,228"
Chance Myers,SKC,2013,FB,2597,3.1,"$105,000","$120,667"
Joevin Jones,SEA,2016,FB,2733,3.1,"$70,000","$76,167"
Fabinho,PHI,2016,FB,2710,3.09,"$142,008","$150,008"
Warren Creavalle,HOU,2013,CM,1772,3.09,"$46,500","$46,500"
Emmanuel Boateng,LAG,2017,W,2449,3.08,"$115,000","$115,000"
Bacary Sagna,MTL,2019,FB,2392,3.08,"$660,000","$705,000"
Matías Laba,VAN,2014,DM,2966,3.08,"$300,000","$300,000"
Matt Miazga,NYRB,2015,CB,2291,3.08,"$68,250","$74,500"
Sean St Ledger,"ORL, COL",2015,CB,2434,3.07,"$124,992","$147,492"
Kenny Cooper,FCD,2013,ST,1881,3.07,"$325,000","$342,500"
Giles Barnes,HOU,2015,ST,2657,3.07,"$247,500","$258,375"
Kyle Beckerman,RSL,2014,DM,2732,3.07,"$350,000","$378,750"
Daigo Kobayashi,NER,2014,CM,2002,3.06,"$125,000","$136,667"
Julian Gressel,ATL,2017,W,2188,3.06,"$75,000","$93,750"
Zarek Valentin,POR,2017,FB,1675,3.06,"$110,000","$110,000"
Wil Trapp,CLB,2015,DM,1658,3.06,"$137,500","$164,500"
Jonathan dos Santos,LAG,2018,CM,2066,3.06,"$2,000,000","$2,000,000"
Jordan Harvey,VAN,2014,FB,3184,3.06,"$123,750","$123,750"
Santiago Mosquera,FCD,2019,W,1313,3.06,"$500,000","$591,400"
Jefferson Savarino,RSL,2019,W,2506,3.06,"$475,008","$498,696"
Felipe Gutiérrez,SKC,2018,CM,1650,3.05,"$1,600,000","$1,650,000"
Marvell Wynne,COL,2013,FB,2507,3.05,"$200,000","$285,000"
Andrew Farrell,NER,2019,CB,2865,3.05,"$209,230","$344,230"
Darwin Cerén,ORL,2015,DM,2433,3.04,"$66,000","$96,438"
Taylor Kemp,DCU,2016,FB,2955,3.03,"$100,000","$100,000"
Todd Dunivant,LAG,2013,FB,2392,3.02,"$150,000","$156,750"
Michael de Leeuw,CHI,2017,AM,2342,3.02,"$500,000","$564,213"
Alexander Ring,NYC,2018,DM,2832,3.02,"$550,000","$591,667"
Marc Rzatkowski,NYRB,2018,DM,1650,3.02,"$885,000","$976,167"
Frank Lampard,NYC,2016,CM,1375,3.02,"$6,000,000","$6,000,000"
Ezequiel Barco,ATL,2018,W,1860,3.02,"$1,425,000","$1,425,000"
Raheem Edwards,"MTL, CHI",2018,W,1869,3.02,"$55,654","$55,654"
Sam Cronin,SJE,2014,CM,2836,3.01,"$185,000","$187,500"
Sebastien Le Toux,PHI,2013,ST,2413,3.01,"$200,000","$212,813"
Roy Miller,NYRB,2014,FB,2092,3.01,"$200,000","$200,000"
Dillon Powers,COL,2016,AM,2284,3.01,"$270,000","$300,000"
Osvaldo Alonso,SEA,2018,DM,1990,3.01,"$1,100,000","$1,141,667"
Teal Bunbury,NER,2019,ST,2389,3.0,"$225,750","$270,750"
Marco Delgado,TOR,2015,CM,1812,3.0,"$80,000","$82,500"
Raúl Ruidíaz,SEA,2018,ST,1176,3.0,"$2,000,004","$2,000,004"
Jeff Larentowicz,CHI,2015,CB,2815,3.0,"$265,000","$271,000"
Dillon Powers,COL,2013,AM,2653,3.0,"$46,500","$79,000"
Amobi Okugo,PHI,2014,DM,3010,2.99,"$145,000","$228,000"
Juan David Cabezas,HOU,2017,DM,2419,2.99,"$243,000","$267,000"
Luke Mulholland,RSL,2014,CM,2141,2.99,"$55,000","$56,250"
Ilsinho,PHI,2018,W,1080,2.99,"$300,000","$327,000"
Sal Zizzo,NYRB,2015,FB,1140,2.98,"$80,850","$94,896"
Kelvin Leerdam,SEA,2019,FB,2617,2.98,"$550,000","$600,000"
Dominic Oduro,MTL,2015,ST,1828,2.98,"$250,000","$251,667"
Juan Agudelo,NER,2018,W,1672,2.98,"$575,000","$602,500"
Benny Feilhaber,SKC,2013,CM,1876,2.97,"$300,000","$312,188"
Mike Grella,NYRB,2016,W,2604,2.97,"$155,000","$157,250"
Júnior Moreno,DCU,2019,DM,2820,2.97,"$140,000","$159,500"
Vincent Nogueira,PHI,2014,AM,2671,2.97,"$330,000","$330,000"
Graham Zusi,SKC,2014,W,2328,2.97,"$600,000","$631,389"
Samuel Piette,MTL,2018,DM,3253,2.96,"$120,000","$129,234"
Carlos Rivas,ORL,2017,ST,2128,2.95,"$375,000","$375,000"
Clarence Goodson,SJE,2015,CB,2596,2.95,"$315,000","$342,000"
Chris Tierney,NER,2014,FB,2084,2.95,"$100,000","$103,333"
Hassoun Camara,MTL,2013,FB,3116,2.94,"$115,000","$126,625"
Micheal Azira,COL,2016,DM,2703,2.94,"$63,000","$65,827"
Nick Lima,SJE,2018,FB,3311,2.94,"$93,996","$100,200"
Jackson Yueill,SJE,2019,DM,2954,2.94,"$145,000","$190,000"
Mike Grella,NYRB,2015,W,2493,2.94,"$60,000","$60,000"
Drew Moor,TOR,2016,CB,3104,2.94,"$235,000","$250,000"
Orji Okwonkwo,MTL,2019,W,1896,2.94,"$200,000","$220,000"
Ambroise Oyongo,MTL,2016,FB,2510,2.94,"$100,000","$100,000"
Deshorn Brown,COL,2013,W,2330,2.94,"$65,000","$113,000"
Nick Hagglund,TOR,2014,CB,2253,2.93,"$48,500","$48,500"
Roland Lamah,FCD,2017,W,2276,2.93,"$630,000","$773,500"
Alberto Quintero,SJE,2016,W,2343,2.93,"$169,992","$190,717"
Nick DeLeon,DCU,2013,W,2043,2.92,"$70,400","$105,400"
Conor Casey,PHI,2014,ST,1521,2.92,"$192,500","$192,500"
Andrew Farrell,NER,2018,FB,2944,2.92,"$182,600","$267,600"
Vicente Sánchez,COL,2015,W,1538,2.91,"$210,000","$286,667"
Yohan Croizet,SKC,2018,CM,1776,2.91,"$650,004","$680,004"
Ilie Sánchez,SKC,2019,DM,2771,2.91,"$900,000","$900,000"
Matteo Mancosu,MTL,2017,ST,1888,2.9,"$700,000","$719,542"
Christian Ramirez,MIN,2017,ST,2584,2.9,"$350,004","$392,504"
Erick Torres,HOU,2017,ST,2163,2.9,"$650,000","$695,000"
Alex,CHI,2014,W,2123,2.9,"$123,750","$133,700"
Kelyn Rowe,NER,2014,W,2107,2.89,"$100,000","$181,000"
Darren Mattocks,VAN,2013,ST,1031,2.89,"$120,000","$212,000"
Ruan,ORL,2019,FB,2333,2.89,"$160,000","$160,000"
Jimmy Medranda,SKC,2017,W,2247,2.89,"$130,008","$130,008"
Alexander Callens,NYC,2017,CB,3304,2.89,"$180,000","$203,333"
Sheanon Williams,PHI,2014,FB,2251,2.89,"$125,000","$130,500"
Marcelo Sarvas,DCU,2017,DM,1998,2.89,"$360,000","$425,000"
Matt Hedges,FCD,2018,CB,3218,2.89,"$500,004","$525,004"
Boniek García,HOU,2016,W,2438,2.89,"$225,000","$247,500"
Raymon Gaddis,PHI,2015,FB,2585,2.88,"$130,000","$132,500"
Gyasi Zardes,LAG,2016,ST,1742,2.88,"$472,500","$472,500"
Tesho Akindele,FCD,2014,ST,1886,2.88,"$48,500","$48,500"
Chris Klute,COL,2013,FB,2918,2.88,"$46,500","$46,500"
Brooks Lennon,RSL,2018,FB,3119,2.88,"$225,000","$237,583"
Ibrahim Sekagya,NYRB,2014,CB,2088,2.87,"$190,000","$219,000"
David Accam,PHI,2018,W,1324,2.87,"$1,250,000","$1,250,000"
Collen Warner,"MTL, TOR",2014,CM,2445,2.87,"$115,500","$143,000"
Jeb Brovsky,MTL,2013,FB,2833,2.85,"$80,000","$84,000"
Perry Kitchen,DCU,2013,CM,2974,2.85,"$105,000","$190,450"
Diego Chara,POR,2016,DM,2827,2.85,"$150,000","$172,000"
Diego Chara,POR,2014,DM,2976,2.85,"$170,000","$170,000"
Justin Morrow,TOR,2014,FB,2897,2.84,"$160,000","$169,563"
Yamil Asad,ATL,2017,W,2945,2.84,"$150,000","$150,000"
Tommy Smith,COL,2019,CB,2661,2.84,"$600,000","$640,000"
Mike Magee,CHI,2014,ST,1629,2.84,"$350,000","$417,500"
Nick DeLeon,DCU,2015,W,2382,2.83,"$116,259","$151,259"
Luis Caicedo,NER,2019,DM,2583,2.83,"$300,000","$300,000"
Brooks Lennon,RSL,2017,W,1691,2.83,"$53,004","$53,004"
Drew Moor,COL,2014,CB,2152,2.82,"$235,000","$247,000"
Danny Cruz,PHI,2014,W,1458,2.82,"$125,000","$131,667"
Tesho Akindele,ORL,2019,ST,2076,2.81,"$150,000","$150,000"
Lucas Rodríguez,DCU,2019,W,2977,2.81,"$262,000","$298,550"
Fabian Castillo,FCD,2016,W,1859,2.81,"$155,750","$170,750"
Bobby Boswell,HOU,2013,CB,3044,2.81,"$220,000","$220,000"
Scott Sutter,ORL,2017,FB,2950,2.8,"$240,000","$240,000"
