"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Robert Earnshaw","TOR","2013","F","$138,000","$155,150","2013-09-15"
"","Robert Earnshaw","TOR","2013","F","$138,000","$155,150","2013-05-01"
"","Dairon Asprilla","POR","2017","M","$138,000","$138,000","2017-04-15"
"","Dairon Asprilla","POR","2017","M","$138,000","$138,000","2017-09-15"
"","Jacob Peterson","SKC","2016","F","$137,750","$144,625","2016-09-15"
"","Jacob Peterson","SKC","2016","F","$137,750","$144,625","2016-05-15"
"","Nick Hagglund","CIN","2019","D","$137,504","$147,129","2019-09-13"
"","Nick Hagglund","CIN","2019","D","$137,504","$147,129","2019-06-01"
"","Wil Trapp","CLB","2015","M","$137,500","$164,500","2015-07-15"
"","Wil Trapp","CLB","2015","M","$137,500","$164,500","2015-09-15"
"","Bobby Convey","NYRB","2014","M","$137,500","$147,500","2014-04-01"
"","Bobby Convey","NYRB","2014","M","$137,500","$147,500","2014-09-15"
"","Dwayne De Rosario","TOR","2014","M","$137,000","$173,000","2014-04-01"
"","Dwayne De Rosario","TOR","2014","M","$137,000","$173,000","2014-09-15"
"","Cordell Cato","SJE","2017","M","$137,000","$138,667","2017-04-15"
"","Cordell Cato","SJE","2017","D","$137,000","$138,667","2017-09-15"
"","Ulises Segura","DCU","2018","M","$137,000","$137,000","2018-05-01"
"","Ulises Segura","DCU","2018","M","$137,000","$137,000","2018-09-15"
"","Lloyd Sam","NYRB","2014","F","$136,500","$136,500","2014-04-01"
"","Lloyd Sam","NYRB","2014","F","$136,500","$136,500","2014-09-15"
"","Steve Zakuani","SEA","2013","F","$135,000","$233,000","2013-08-01"
"","Steve Zakuani","SEA","2013","F","$135,000","$233,000","2013-09-15"
"","Teal Bunbury","NER","2014","F","$135,000","$233,000","2014-04-01"
"","Teal Bunbury","NER","2014","F","$135,000","$233,000","2014-09-15"
"","Steve Zakuani","SEA","2013","F","$135,000","$233,000","2013-05-01"
"","Miles Robinson","ATL","2018","D","$135,000","$205,000","2018-05-01"
"","Miles Robinson","ATL","2018","D","$135,000","$205,000","2018-09-15"
"","Jackson Yueill","SJE","2018","M","$135,000","$196,000","2018-05-01"
"","Jackson Yueill","SJE","2018","M","$135,000","$196,000","2018-09-15"
"","Mason Toye","MIN","2019","F","$135,000","$188,000","2019-06-01"
"","Mason Toye","MIN","2019","F","$135,000","$188,000","2019-09-13"
"","Abu Danladi","MIN","2018","F","$135,000","$186,000","2018-05-01"
"","Brandon Servania","FCD","2018","M","$135,000","$186,000","2018-05-01"
"","Abu Danladi","MIN","2018","F","$135,000","$186,000","2018-09-15"
"","Brandon Servania","FCD","2018","M","$135,000","$186,000","2018-09-15"
"","Ema Twumasi","FCD","2018","F","$135,000","$180,900","2018-05-01"
"","Ema Twumasi","FCD","2018","F","$135,000","$180,900","2018-09-15"
"","Will Bruin","HOU","2014","F","$135,000","$180,000","2014-04-01"
"","Francis Atuahene","FCD","2019","M","$135,000","$179,000","2019-06-01"
"","Francis Atuahene","FCD","2019","M","$135,000","$179,000","2019-09-13"
"","Cyle Larin","ORL","2016","F","$135,000","$177,000","2016-09-15"
"","Cyle Larin","ORL","2016","F","$135,000","$177,000","2016-05-15"
"","Bernie Ibini-Isei","VAN","2017","F","$135,000","$174,000","2017-09-15"
"","Richie Laryea","ORL","2018","M","$135,000","$164,000","2018-05-01"
"","Richie Laryea","ORL","2018","M","$135,000","$164,000","2018-09-15"
"","A.J. DeLaGarza","LAG","2014","D","$135,000","$157,500","2014-04-01"
"","Gbenga Arokoyo","POR","2017","D","$135,000","$155,600","2017-04-15"
"","Gbenga Arokoyo","POR","2017","D","$135,000","$155,600","2017-09-15"
"","Nick LaBrocca","COL","2014","M","$135,000","$153,333","2014-04-01"
"","Nick LaBrocca","COL","2014","M","$135,000","$153,333","2014-09-15"
"","Fafa Picault","PHI","2018","F","$135,000","$148,667","2018-05-01"
"","Fafa Picault","PHI","2018","F","$135,000","$148,667","2018-09-15"
"","Daigo Kobayashi","NER","2015","M","$135,000","$146,667","2015-07-15"
"","Daigo Kobayashi","NER","2015","M","$135,000","$146,667","2015-09-15"
"","Alex De John","ORL","2019","D","$135,000","$146,614","2019-09-13"
"","Alex De John","ORL","2019","D","$135,000","$146,614","2019-06-01"
"","Lalas Abubakar","COL","2019","D","$135,000","$144,938","2019-06-01"
"","Lalas Abubakar","COL","2019","D","$135,000","$144,938","2019-09-13"
"","Samuel Piette","MTL","2019","D","$135,000","$143,159","2019-09-13"
"","Samuel Piette","MTL","2019","D","$135,000","$143,159","2019-06-01"
"","Seth Sinovic","SKC","2019","D","$135,000","$143,000","2019-06-01"
"","Seth Sinovic","SKC","2019","D","$135,000","$143,000","2019-09-13"
"","Jonathan Osorio","TOR","2014","M","$135,000","$142,600","2014-04-01"
"","Jonathan Osorio","TOR","2014","M","$135,000","$142,600","2014-09-15"
"","Arturo Álvarez","CHI","2017","M","$135,000","$142,500","2017-04-15"
"","Arturo Álvarez","CHI","2017","M","$135,000","$142,500","2017-09-15"
"","Ethan Finlay","CLB","2015","F","$135,000","$142,500","2015-07-15"
"","Ethan Finlay","CLB","2015","F","$135,000","$142,500","2015-09-15"
"","Sanna Nyassi","SJE","2016","M","$135,000","$141,250","2016-09-15"
"","Kofi Sarkodie","SJE","2017","D","$135,000","$140,000","2017-04-15"
"","Kofi Sarkodie","SJE","2017","D","$135,000","$140,000","2017-09-15"
"","Michael Harrington","CHI","2017","D","$135,000","$136,667","2017-09-15"
"","Diego Martínez","NYC","2016","D","$135,000","$135,000","2016-09-15"
"","Michael Harrington","CHI","2017","D","$135,000","$135,000","2017-04-15"
"","Marc Burch","MIN","2017","D","$135,000","$135,000","2017-04-15"
"","Kevin Alston","ORL","2017","D","$135,000","$135,000","2017-04-15"
"","Marc Burch","MIN","2017","D","$135,000","$135,000","2017-09-15"
"","Leonardo González","SEA","2013","D","$135,000","$135,000","2013-08-01"
"","Leonardo González","SEA","2013","D","$135,000","$135,000","2013-09-15"
"","Andy Dorman","NER","2014","M","$135,000","$135,000","2014-04-01"
"","Jairo Arrieta","CLB","2014","F","$135,000","$135,000","2014-04-01"
"","Andy Dorman","NER","2014","M","$135,000","$135,000","2014-09-15"
"","Jairo Arrieta","CLB","2014","F","$135,000","$135,000","2014-09-15"
"","Bernardo Añor","SKC","2015","M","$135,000","$135,000","2015-07-15"
"","Matt Hedges","FCD","2015","D","$135,000","$135,000","2015-07-15"
"","Bernardo Añor","SKC","2015","M","$135,000","$135,000","2015-09-15"
"","Matt Hedges","FCD","2015","D","$135,000","$135,000","2015-09-15"
"","Diego Martínez","NYC","2016","D","$135,000","$135,000","2016-05-15"
"","Kevin Alston","ORL","2017","D","$135,000","$135,000","2017-09-15"
"","Leonardo González","SEA","2013","D","$135,000","$135,000","2013-05-01"
"","Fabian Herbers","CHI","2019","M","$135,000","$135,000","2019-06-01"
"","Fabian Herbers","CHI","2019","M","$135,000","$135,000","2019-09-13"
"","Chris Wingert","RSL","2017","D","$134,004","$145,394","2017-04-15"
"","Chris Wingert","RSL","2017","D","$134,004","$145,394","2017-09-15"
"","Richie Marquez","PHI","2017","D","$133,000","$139,430","2017-04-15"
"","Richie Marquez","PHI","2017","D","$133,000","$139,430","2017-09-15"
"","Bernardo Añor","SKC","2016","M","$132,624","$132,624","2016-09-15"
"","Bernardo Añor","SKC","2016","M","$132,624","$132,624","2016-05-15"
"","A.J. DeLaGarza","LAG","2014","D","$132,500","$155,000","2014-09-15"
"","Bobby Burling","COL","2015","D","$132,500","$140,000","2015-07-15"
"","Bobby Burling","COL","2015","D","$132,500","$140,000","2015-09-15"
"","Ryan Hollingshead","FCD","2017","M","$132,500","$132,500","2017-04-15"
"","Ryan Hollingshead","FCD","2017","M","$132,500","$132,500","2017-09-15"
"","Ante Jazic","CHV","2013","D","$132,188","$132,188","2013-08-01"
"","Ante Jazic","CHV","2013","D","$132,188","$132,188","2013-09-15"
"","Ante Jazic","CHV","2013","D","$132,188","$132,188","2013-05-01"
"","Cristhian Machado","NER","2018","D","$132,000","$150,513","2018-09-15"
"","Nicolas Hasler","TOR","2018","D","$132,000","$147,667","2018-05-01"
"","Nicolas Hasler","CHI","2018","D","$132,000","$147,667","2018-09-15"
"","Brian Carroll","PHI","2017","M","$132,000","$140,000","2017-04-15"
"","Brian Carroll","PHI","2017","M","$132,000","$140,000","2017-09-15"
"","Jerry Bengtson","NER","2013","F","$132,000","$138,840","2013-08-01"
"","Jerry Bengtson","NER","2013","F","$132,000","$138,840","2013-09-15"
"","Jerry Bengtson","NER","2013","F","$132,000","$138,840","2013-05-01"
"","Ashtone Morgan","TOR","2019","D","$132,000","$133,500","2019-06-01"
"","Ashtone Morgan","TOR","2019","D","$132,000","$133,500","2019-09-13"
"","Agus","HOU","2016","D","$132,000","$132,000","2016-09-15"
"","Djimi Traore","SEA","2014","D","$132,000","$132,000","2014-04-01"
"","Djimi Traore","SEA","2014","D","$132,000","$132,000","2014-09-15"
"","Damien Perrinelle","NYRB","2015","D","$132,000","$132,000","2015-07-15"
"","Damien Perrinelle","NYRB","2015","D","$132,000","$132,000","2015-09-15"
"","Agus","HOU","2016","D","$132,000","$132,000","2016-05-15"
"","Laurent Courtois","CHV","2013","M","$132,000","$132,000","2013-05-01"
"","Luis Silva","RSL","2015","M","$131,384","$162,634","2015-07-15"
"","Luis Silva","RSL","2015","M","$131,384","$162,634","2015-09-15"
"","Donny Toia","RSL","2019","D","$131,254","$131,254","2019-09-13"
"","Donny Toia","RSL","2019","D","$131,254","$131,254","2019-06-01"
"","Josh Williams","TOR","2016","D","$131,250","$131,250","2016-09-15"
"","Shawn Barry","RSL","2018","D","$131,250","$131,250","2018-05-01"
"","Shawn Barry","RSL","2018","D","$131,250","$131,250","2018-09-15"
"","Josh Williams","TOR","2016","D","$131,250","$131,250","2016-05-15"
"","Jimmy Medranda","SKC","2017","D","$130,008","$130,008","2017-04-15"
"","Jimmy Medranda","SKC","2017","D","$130,008","$130,008","2017-09-15"
"","Nicolás Mezquida","VAN","2018","F","$130,000","$130,000","2018-05-01"
"","Nicolás Mezquida","VAN","2018","F","$130,000","$130,000","2018-09-15"
"","Darlington Nagbe","POR","2013","M","$130,000","$266,000","2013-08-01"
"","Darlington Nagbe","POR","2013","M","$130,000","$266,000","2013-09-15"
"","Darlington Nagbe","POR","2013","M","$130,000","$266,000","2013-05-01"
"","Joshua Yaro","PHI","2016","D","$130,000","$194,000","2016-09-15"
"","Joshua Yaro","PHI","2017","D","$130,000","$194,000","2017-04-15"
"","Joshua Yaro","PHI","2016","D","$130,000","$194,000","2016-05-15"
"","Joshua Yaro","PHI","2017","D","$130,000","$194,000","2017-09-15"
"","Jeremy Ebobisse","POR","2017","F","$130,000","$173,000","2017-04-15"
"","Jeremy Ebobisse","POR","2017","F","$130,000","$173,000","2017-09-15"
"","Danny Mwanga","COL","2013","F","$130,000","$171,250","2013-08-01"
"","Danny Mwanga","COL","2013","F","$130,000","$171,250","2013-09-15"
"","Danny Mwanga","COL","2014","F","$130,000","$171,250","2014-04-01"
"","Danny Mwanga","COL","2014","F","$130,000","$171,250","2014-09-15"
"","Danny Mwanga","COL","2013","F","$130,000","$171,250","2013-05-01"
"","Jack Harrison","NYC","2017","M","$130,000","$165,500","2017-04-15"
"","Jack Harrison","NYC","2017","M","$130,000","$165,500","2017-09-15"
"","Boniek García","HOU","2013","F","$130,000","$161,250","2013-08-01"
"","Boniek García","HOU","2013","F","$130,000","$161,250","2013-09-15"
"","Boniek García","HOU","2013","F","$130,000","$161,250","2013-05-01"
"","Richie Laryea","ORL","2017","M","$130,000","$159,000","2017-04-15"
"","Richie Laryea","ORL","2017","M","$130,000","$159,000","2017-09-15"
"","Tony Tchani","CLB","2013","M","$130,000","$155,000","2013-08-01"
"","Tony Tchani","CLB","2013","M","$130,000","$155,000","2013-09-15"
"","Andrew Driver","HOU","2014","M","$130,000","$144,583","2014-04-01"
"","Andrew Driver","HOU","2014","M","$130,000","$144,583","2014-09-15"
"","Dániel Sallói","SKC","2019","M","$130,000","$144,125","2019-06-01"
"","Justin Morrow","SJE","2013","D","$130,000","$139,563","2013-08-01"
"","Justin Morrow","SJE","2013","D","$130,000","$139,563","2013-09-15"
"","Justin Morrow","SJE","2013","D","$130,000","$139,563","2013-05-01"
"","Jorge Villafaña","POR","2015","F","$130,000","$135,000","2015-07-15"
"","Jorge Villafaña","POR","2015","F","$130,000","$135,000","2015-09-15"
"","Shea Salinas","SJE","2014","M","$130,000","$133,333","2014-04-01"
"","Shea Salinas","SJE","2014","M","$130,000","$133,333","2014-09-15"
"","Victor Ulloa","FCD","2016","M","$130,000","$132,500","2016-09-15"
"","Raymon Gaddis","PHI","2015","D","$130,000","$132,500","2015-07-15"
"","Raymon Gaddis","PHI","2015","D","$130,000","$132,500","2015-09-15"
"","Victor Ulloa","FCD","2016","M","$130,000","$132,500","2016-05-15"
"","Eric Brunner","HOU","2014","D","$130,000","$130,625","2014-04-01"
"","Eric Brunner","HOU","2014","D","$130,000","$130,625","2014-09-15"
"","Kevin Alston","ORL","2016","D","$130,000","$130,000","2016-09-15"
"","Zarek Valentin","POR","2018","D","$130,000","$130,000","2018-05-01"
"","Emmanuel Boateng","LAG","2018","F","$130,000","$130,000","2018-05-01"
"","Zarek Valentin","POR","2018","D","$130,000","$130,000","2018-09-15"
"","Lloyd Sam","NYRB","2013","F","$130,000","$130,000","2013-08-01"
"","Lloyd Sam","NYRB","2013","F","$130,000","$130,000","2013-09-15"
"","Emmanuel Boateng","LAG","2018","F","$130,000","$130,000","2018-09-15"
"","Michael Harrington","COL","2015","M","$130,000","$130,000","2015-07-15"
"","Atiba Harris","FCD","2015","M","$130,000","$130,000","2015-07-15"
"","Olmes García","RSL","2015","F","$130,000","$130,000","2015-07-15"
"","Michael Harrington","COL","2015","M","$130,000","$130,000","2015-09-15"
"","Atiba Harris","FCD","2015","M","$130,000","$130,000","2015-09-15"
"","Olmes García","RSL","2015","F","$130,000","$130,000","2015-09-15"
"","Kevin Alston","ORL","2016","D","$130,000","$130,000","2016-05-15"
"","Lloyd Sam","NYRB","2013","F","$130,000","$130,000","2013-05-01"
"","Tony Tchani","CLB","2013","M","$130,000","$130,000","2013-05-01"
"","João Moutinho","LAFC","2018","D","$130,000","$170,000","2018-05-01"
"","João Moutinho","LAFC","2018","D","$130,000","$170,000","2018-09-15"
"","Joel Qwiberg","SJE","2018","D","$130,000","$168,000","2018-05-01"
"","Joel Qwiberg","SJE","2018","D","$130,000","$168,000","2018-09-15"
"","Ibrahim Sekagya","NYRB","2013","D","$130,000","$159,000","2013-08-01"
"","Ibrahim Sekagya","NYRB","2013","D","$130,000","$159,000","2013-09-15"
"","Dániel Sallói","SKC","2019","M","$130,000","$139,625","2019-09-13"
"","Sal Zizzo","ATL","2018","D","$130,000","$130,000","2018-05-01"
"","Sal Zizzo","ATL","2018","D","$130,000","$130,000","2018-09-15"
"","José Guillermo Ortiz","DCU","2017","F","$129,996","$137,621","2017-04-15"
"","Jonny Steele","NYRB","2014","M","$129,996","$134,996","2014-04-01"
"","Seb Hines","ORL","2017","D","$129,996","$129,996","2017-04-15"
"","Erick Torres","CHV","2013","F","$129,996","$129,996","2013-08-01"
"","Erick Torres","CHV","2013","F","$129,996","$129,996","2013-09-15"
"","Seb Hines","ORL","2017","D","$129,996","$129,996","2017-09-15"
"","Collen Warner","TOR","2015","M","$129,937","$157,437","2015-07-15"
"","Collen Warner","TOR","2015","M","$129,937","$157,437","2015-09-15"
"","Scott Caldwell","NER","2018","M","$129,375","$139,375","2018-05-01"
"","Scott Caldwell","NER","2018","M","$129,375","$139,375","2018-09-15"
"","Will Bruin","HOU","2014","F","$127,500","$172,500","2014-09-15"
